837,507
838,1255
839,883
840,1132
841,109
842,1122
843,379
844,614
845,604
846,1170
847,627
848,796
849,660
850,582
851,723
852,171
853,677
854,238
855,700
856,1015
857,1173
858,856
859,709
860,1375
861,321
862,120
863,1243
864,155
865,1189
866,624
867,138
868,125
869,456
870,66
871,848
872,946
873,1092
874,780
875,1234
876,626
877,605
878,1384
879,1160
880,178
881,1321
882,415
883,100
884,994
885,219
886,741
887,334
888,1235
889,114
890,834
891,681
892,833
893,220
894,391
895,1288
896,309
897,1307
898,1309
899,527
900,1233
901,245
902,685
903,518
904,996
905,984
906,394
907,640
908,104
909,815
910,1011
911,1101
912,720
913,814
914,51
915,602
916,354
917,1313
918,460
919,22
920,374
921,538
922,218
923,585
924,940
925,962
926,1083
927,1279
928,414
929,205
930,1239
931,497
932,516
933,702
934,1089
935,676
936,375
937,185
938,404
939,706
940,419
941,401
942,979
943,1136
944,441
945,132
946,745
947,173
948,690
949,825
950,827
951,428
952,1182
953,1030
954,1378
955,1205
956,718
957,282
958,1042
959,96
960,1058
961,635
962,738
963,499
964,74
965,89
966,1073
967,691
968,360
969,0
970,558
971,683
972,392
973,476
974,1240
975,519
976,969
977,926
978,107
979,347
980,1177
981,1099
982,223
983,1103
984,327
985,993
986,102
987,1161
988,620
989,475
990,213
991,707
992,135
993,852
994,246
995,1380
996,1126
997,1260
998,1102
999,1052
1000,1196
1001,1087
1002,1075
1003,1050
1004,365
1005,248
1006,736
1007,26
1008,836
1009,284
1010,417
1011,1263
1012,680
1013,1074
1014,1026
1015,3
1016,134
1017,837
1018,355
1019,292
1020,698
1021,1215
1022,1193
1023,1349
1024,369
1025,1150
1026,226
1027,339
1028,1372
1029,603
1030,454
1031,63
1032,990
1033,237
1034,650
1035,112
1036,1377
1037,1163
1038,577
1039,126
1040,1008
1041,1108
1042,851
1043,694
1044,137
1045,1009
1046,1130
1047,7
1048,502
1049,854
1050,947
1051,631
1052,929
1053,1157
1054,407
1055,1363
1056,357
1057,153
1058,343
1059,305
1060,1257
1061,612
1062,1097
1063,280
1064,1199
1065,1354
1066,400
1067,468
1068,504
1069,534
1070,1016
1071,903
1072,1113
1073,550
1074,1245
1075,1135
1076,945
1077,163
1078,336
1079,59
1080,1305
1081,1348
1082,449
1083,855
1084,1390
1085,1088
1086,1247
1087,437
1088,786
1089,873
1090,1287
1091,819
1092,1006
1093,586
1094,941
1095,348
1096,1145
1097,1028
1098,463
1099,1306
1100,653
1101,573
1102,647
1103,595
1104,890
1105,470
1106,800
1107,281
1108,932
1109,732
1110,715
1111,832
1112,951
1113,1037
1114,1308
1115,455
1116,584
1117,147
1118,160
1119,1111
1120,750
1121,1117
1122,859
1123,952
1124,1169
1125,628
1126,606
1127,164
1128,106
1129,1040
1130,617
1131,1166
1132,329
1133,480
1134,498
1135,1300
1136,93
1137,809
1138,433
1139,1107
1140,43
1141,860
1142,1224
1143,967
1144,710
1145,1366
1146,1333
1147,765
1148,885
1149,556
1150,1330
1151,69
1152,514
1153,509
1154,340
1155,221
1156,146
1157,1053
1158,1138
1159,803
1160,508
1161,1316
1162,176
1163,804
1164,168
1165,1210
1166,1285
1167,129
1168,189
1169,136
1170,1271
1171,894
1172,197
1173,290
1174,36
1175,767
1176,232
1177,645
1178,33
1179,1112
1180,1351
1181,1068
1182,865
1183,341
1184,1085
1185,199
1186,429
1187,1379
1188,876
1189,730
1190,919
1191,297
1192,73
1193,807
1194,547
1195,949
1196,1286
1197,1272
1198,821
1199,663
1200,1259
1201,623
1202,1162
1203,212
1204,1035
1205,1270
1206,1297
1207,727
1208,701
1209,1022
1210,1338
1211,234
1212,1007
1213,978
1214,67
1215,24
1216,216
1217,812
1218,735
1219,1153
1220,111
1221,166
1222,1336
1223,207
1224,274
1225,41
1226,591
1227,1242
1228,525
1229,287
1230,469
1231,121
1232,1395
1233,928
1234,673
1235,1141
1236,886
1237,956
1238,25
1239,1134
1240,149
1241,925
1242,1176
1243,696
1244,843
1245,889
1246,598
1247,1020
1248,139
1249,749
1250,1004
1251,323
1252,180
1253,450
1254,607
1255,1043
1256,296
1257,1250
1258,94
1259,1273
1260,637
1261,286
1262,488
1263,444
1264,1208
1265,1198
1266,275
1267,806
1268,1152
1269,1206
1270,32
1271,1104
1272,307
1273,770
1274,11
1275,872
1276,1067
1277,86
1278,778
1279,1060
1280,1387
1281,1082
1282,1065
1283,782
1284,562
1285,209
1286,1172
1287,739
1288,594
1289,123
1290,734
1291,931
1292,98
1293,377
1294,130
1295,23
1296,1315
1297,555
1298,370
1299,383
1300,201
1301,917
1302,368
1303,973
1304,387
1305,816
1306,256
1307,1221
1308,1119
1309,169
1310,560
1311,373
1312,909
1313,719
1314,791
1315,954
1316,1251
1317,1167
1318,1204
1319,868
1320,972
1321,1155
1322,1362
1323,1071
1324,964
1325,774
1326,324
1327,203
1328,84
1329,633
1330,908
1331,611
1332,398
1333,91
1334,1106
1335,430
1336,779
1337,1143
1338,291
1339,57
1340,257
1341,888
1342,1360
1343,1066
1344,388
1345,335
1346,273
1347,756
1348,1077
1349,1350
1350,128
1351,802
1352,28
1353,1207
1354,882
1355,510
1356,675
1357,151
1358,244
1359,714
1360,543
1361,544
1362,639
1363,697
1364,1289
1365,1312
1366,423
1367,910
1368,1171
1369,659
1370,797
1371,1376
1372,1201
1373,99
1374,850
1375,448
1376,755
1377,976
1378,115
1379,777
1380,72
1381,845
1382,537
1383,849
1384,174
1385,87
1386,551
1387,705
1388,314
1389,600
1390,1094
1391,599
1392,277
1393,1033
1394,1383
1395,763
1396,835
1397,1216
1398,559
1399,684
