x:image,y:label
./trainingData/image/_130_5691.jpg,./trainingData/maskGrey/_130_5691.png
./trainingData/image/_144_2642.jpg,./trainingData/maskGrey/_144_2642.png
./trainingData/image/_36_3106.jpg,./trainingData/maskGrey/_36_3106.png
./trainingData/image/_71_2909.jpg,./trainingData/maskGrey/_71_2909.png
./trainingData/image/_7_23.jpg,./trainingData/maskGrey/_7_23.png
./trainingData/image/_91_7737.jpg,./trainingData/maskGrey/_91_7737.png
./trainingData/image/_103_7143.jpg,./trainingData/maskGrey/_103_7143.png
./trainingData/image/_61_5108.jpg,./trainingData/maskGrey/_61_5108.png
./trainingData/image/_203_730.jpg,./trainingData/maskGrey/_203_730.png
./trainingData/image/_120_4624.jpg,./trainingData/maskGrey/_120_4624.png
./trainingData/image/_50_6588.jpg,./trainingData/maskGrey/_50_6588.png
./trainingData/image/_67_8452.jpg,./trainingData/maskGrey/_67_8452.png
./trainingData/image/_117_7538.jpg,./trainingData/maskGrey/_117_7538.png
./trainingData/image/_188_3390.jpg,./trainingData/maskGrey/_188_3390.png
./trainingData/image/_76_7071.jpg,./trainingData/maskGrey/_76_7071.png
./trainingData/image/_168_5146.jpg,./trainingData/maskGrey/_168_5146.png
./trainingData/image/_151_4308.jpg,./trainingData/maskGrey/_151_4308.png
./trainingData/image/_30_4936.jpg,./trainingData/maskGrey/_30_4936.png
./trainingData/image/_47_1627.jpg,./trainingData/maskGrey/_47_1627.png
./trainingData/image/_98_5788.jpg,./trainingData/maskGrey/_98_5788.png
./trainingData/image/_56_5457.jpg,./trainingData/maskGrey/_56_5457.png
./trainingData/image/_116_3226.jpg,./trainingData/maskGrey/_116_3226.png
./trainingData/image/_54_1471.jpg,./trainingData/maskGrey/_54_1471.png
./trainingData/image/_143_9500.jpg,./trainingData/maskGrey/_143_9500.png
./trainingData/image/_214_156.jpg,./trainingData/maskGrey/_214_156.png
./trainingData/image/_122_3919.jpg,./trainingData/maskGrey/_122_3919.png
./trainingData/image/_132_913.jpg,./trainingData/maskGrey/_132_913.png
./trainingData/image/_51_7515.jpg,./trainingData/maskGrey/_51_7515.png
./trainingData/image/_34_8675.jpg,./trainingData/maskGrey/_34_8675.png
./trainingData/image/_147_1115.jpg,./trainingData/maskGrey/_147_1115.png
./trainingData/image/_210_7577.jpg,./trainingData/maskGrey/_210_7577.png
./trainingData/image/_57_7419.jpg,./trainingData/maskGrey/_57_7419.png
./trainingData/image/_1_8815.jpg,./trainingData/maskGrey/_1_8815.png
./trainingData/image/_205_9028.jpg,./trainingData/maskGrey/_205_9028.png
./trainingData/image/_139_6576.jpg,./trainingData/maskGrey/_139_6576.png
./trainingData/image/_137_5510.jpg,./trainingData/maskGrey/_137_5510.png
./trainingData/image/_149_5116.jpg,./trainingData/maskGrey/_149_5116.png
./trainingData/image/_217_9804.jpg,./trainingData/maskGrey/_217_9804.png
./trainingData/image/_189_3617.jpg,./trainingData/maskGrey/_189_3617.png
./trainingData/image/_37_4767.jpg,./trainingData/maskGrey/_37_4767.png
./trainingData/image/_86_3653.jpg,./trainingData/maskGrey/_86_3653.png
./trainingData/image/_111_5168.jpg,./trainingData/maskGrey/_111_5168.png
./trainingData/image/_61_6474.jpg,./trainingData/maskGrey/_61_6474.png
./trainingData/image/_226_7370.jpg,./trainingData/maskGrey/_226_7370.png
./trainingData/image/_125_6074.jpg,./trainingData/maskGrey/_125_6074.png
./trainingData/image/_18_2421.jpg,./trainingData/maskGrey/_18_2421.png
./trainingData/image/_187_9945.jpg,./trainingData/maskGrey/_187_9945.png
./trainingData/image/_85_8303.jpg,./trainingData/maskGrey/_85_8303.png
./trainingData/image/_145_1152.jpg,./trainingData/maskGrey/_145_1152.png
./trainingData/image/_69_5675.jpg,./trainingData/maskGrey/_69_5675.png
./trainingData/image/_56_6761.jpg,./trainingData/maskGrey/_56_6761.png
./trainingData/image/_90_2093.jpg,./trainingData/maskGrey/_90_2093.png
./trainingData/image/_153_4855.jpg,./trainingData/maskGrey/_153_4855.png
./trainingData/image/_177_8006.jpg,./trainingData/maskGrey/_177_8006.png
./trainingData/image/_243_9544.jpg,./trainingData/maskGrey/_243_9544.png
./trainingData/image/_197_533.jpg,./trainingData/maskGrey/_197_533.png
./trainingData/image/_91_7914.jpg,./trainingData/maskGrey/_91_7914.png
./trainingData/image/_3_207.jpg,./trainingData/maskGrey/_3_207.png
./trainingData/image/_248_6074.jpg,./trainingData/maskGrey/_248_6074.png
./trainingData/image/_159_7444.jpg,./trainingData/maskGrey/_159_7444.png
./trainingData/image/_183_1171.jpg,./trainingData/maskGrey/_183_1171.png
./trainingData/image/_182_455.jpg,./trainingData/maskGrey/_182_455.png
./trainingData/image/_128_6168.jpg,./trainingData/maskGrey/_128_6168.png
./trainingData/image/_39_1434.jpg,./trainingData/maskGrey/_39_1434.png
./trainingData/image/_174_2530.jpg,./trainingData/maskGrey/_174_2530.png
./trainingData/image/_20_3305.jpg,./trainingData/maskGrey/_20_3305.png
./trainingData/image/_9_6204.jpg,./trainingData/maskGrey/_9_6204.png
./trainingData/image/_129_8587.jpg,./trainingData/maskGrey/_129_8587.png
./trainingData/image/_108_12.jpg,./trainingData/maskGrey/_108_12.png
./trainingData/image/_86_2694.jpg,./trainingData/maskGrey/_86_2694.png
./trainingData/image/_222_6925.jpg,./trainingData/maskGrey/_222_6925.png
./trainingData/image/_84_4160.jpg,./trainingData/maskGrey/_84_4160.png
./trainingData/image/_120_6727.jpg,./trainingData/maskGrey/_120_6727.png
./trainingData/image/_62_9541.jpg,./trainingData/maskGrey/_62_9541.png
./trainingData/image/_242_4272.jpg,./trainingData/maskGrey/_242_4272.png
./trainingData/image/_171_2971.jpg,./trainingData/maskGrey/_171_2971.png
./trainingData/image/_81_9300.jpg,./trainingData/maskGrey/_81_9300.png
./trainingData/image/_0_1725.jpg,./trainingData/maskGrey/_0_1725.png
./trainingData/image/_143_866.jpg,./trainingData/maskGrey/_143_866.png
./trainingData/image/_216_5146.jpg,./trainingData/maskGrey/_216_5146.png
./trainingData/image/_238_8839.jpg,./trainingData/maskGrey/_238_8839.png
./trainingData/image/_7_2188.jpg,./trainingData/maskGrey/_7_2188.png
./trainingData/image/_69_5210.jpg,./trainingData/maskGrey/_69_5210.png
./trainingData/image/_81_8361.jpg,./trainingData/maskGrey/_81_8361.png
./trainingData/image/_4_7922.jpg,./trainingData/maskGrey/_4_7922.png
./trainingData/image/_45_7644.jpg,./trainingData/maskGrey/_45_7644.png
./trainingData/image/_111_9544.jpg,./trainingData/maskGrey/_111_9544.png
./trainingData/image/_154_2233.jpg,./trainingData/maskGrey/_154_2233.png
./trainingData/image/_16_8251.jpg,./trainingData/maskGrey/_16_8251.png
./trainingData/image/_53_9972.jpg,./trainingData/maskGrey/_53_9972.png
./trainingData/image/_48_2448.jpg,./trainingData/maskGrey/_48_2448.png
./trainingData/image/_138_8583.jpg,./trainingData/maskGrey/_138_8583.png
./trainingData/image/_75_5185.jpg,./trainingData/maskGrey/_75_5185.png
./trainingData/image/_161_7085.jpg,./trainingData/maskGrey/_161_7085.png
./trainingData/image/_142_1998.jpg,./trainingData/maskGrey/_142_1998.png
./trainingData/image/_214_4815.jpg,./trainingData/maskGrey/_214_4815.png
./trainingData/image/_113_2989.jpg,./trainingData/maskGrey/_113_2989.png
./trainingData/image/_104_1110.jpg,./trainingData/maskGrey/_104_1110.png
./trainingData/image/_49_1640.jpg,./trainingData/maskGrey/_49_1640.png
./trainingData/image/_4_8.jpg,./trainingData/maskGrey/_4_8.png
./trainingData/image/_110_7379.jpg,./trainingData/maskGrey/_110_7379.png
./trainingData/image/_209_5988.jpg,./trainingData/maskGrey/_209_5988.png
./trainingData/image/_48_6909.jpg,./trainingData/maskGrey/_48_6909.png
./trainingData/image/_51_7709.jpg,./trainingData/maskGrey/_51_7709.png
./trainingData/image/_65_7350.jpg,./trainingData/maskGrey/_65_7350.png
./trainingData/image/_168_3883.jpg,./trainingData/maskGrey/_168_3883.png
./trainingData/image/_34_7239.jpg,./trainingData/maskGrey/_34_7239.png
./trainingData/image/_133_7466.jpg,./trainingData/maskGrey/_133_7466.png
./trainingData/image/_249_9723.jpg,./trainingData/maskGrey/_249_9723.png
./trainingData/image/_232_7287.jpg,./trainingData/maskGrey/_232_7287.png
./trainingData/image/_118_8782.jpg,./trainingData/maskGrey/_118_8782.png
./trainingData/image/_225_3258.jpg,./trainingData/maskGrey/_225_3258.png
./trainingData/image/_25_3239.jpg,./trainingData/maskGrey/_25_3239.png
./trainingData/image/_70_6523.jpg,./trainingData/maskGrey/_70_6523.png
./trainingData/image/_98_5526.jpg,./trainingData/maskGrey/_98_5526.png
./trainingData/image/_109_3037.jpg,./trainingData/maskGrey/_109_3037.png
./trainingData/image/_29_4918.jpg,./trainingData/maskGrey/_29_4918.png
./trainingData/image/_226_1544.jpg,./trainingData/maskGrey/_226_1544.png
./trainingData/image/_211_2918.jpg,./trainingData/maskGrey/_211_2918.png
./trainingData/image/_49_8802.jpg,./trainingData/maskGrey/_49_8802.png
./trainingData/image/_195_2539.jpg,./trainingData/maskGrey/_195_2539.png
./trainingData/image/_35_8011.jpg,./trainingData/maskGrey/_35_8011.png
./trainingData/image/_90_6386.jpg,./trainingData/maskGrey/_90_6386.png
./trainingData/image/_23_6430.jpg,./trainingData/maskGrey/_23_6430.png
./trainingData/image/_157_6475.jpg,./trainingData/maskGrey/_157_6475.png
./trainingData/image/_128_9734.jpg,./trainingData/maskGrey/_128_9734.png
./trainingData/image/_243_1788.jpg,./trainingData/maskGrey/_243_1788.png
./trainingData/image/_122_8258.jpg,./trainingData/maskGrey/_122_8258.png
./trainingData/image/_121_8491.jpg,./trainingData/maskGrey/_121_8491.png
./trainingData/image/_87_6146.jpg,./trainingData/maskGrey/_87_6146.png
./trainingData/image/_102_9934.jpg,./trainingData/maskGrey/_102_9934.png
./trainingData/image/_62_3729.jpg,./trainingData/maskGrey/_62_3729.png
./trainingData/image/_117_8711.jpg,./trainingData/maskGrey/_117_8711.png
./trainingData/image/_212_4139.jpg,./trainingData/maskGrey/_212_4139.png
./trainingData/image/_36_3919.jpg,./trainingData/maskGrey/_36_3919.png
./trainingData/image/_31_3706.jpg,./trainingData/maskGrey/_31_3706.png
./trainingData/image/_167_2719.jpg,./trainingData/maskGrey/_167_2719.png
./trainingData/image/_154_3041.jpg,./trainingData/maskGrey/_154_3041.png
./trainingData/image/_177_5287.jpg,./trainingData/maskGrey/_177_5287.png
./trainingData/image/_229_6421.jpg,./trainingData/maskGrey/_229_6421.png
./trainingData/image/_42_8124.jpg,./trainingData/maskGrey/_42_8124.png
./trainingData/image/_163_9344.jpg,./trainingData/maskGrey/_163_9344.png
./trainingData/image/_89_3869.jpg,./trainingData/maskGrey/_89_3869.png
./trainingData/image/_43_312.jpg,./trainingData/maskGrey/_43_312.png
./trainingData/image/_238_2416.jpg,./trainingData/maskGrey/_238_2416.png
./trainingData/image/_88_6060.jpg,./trainingData/maskGrey/_88_6060.png
./trainingData/image/_14_191.jpg,./trainingData/maskGrey/_14_191.png
./trainingData/image/_222_8187.jpg,./trainingData/maskGrey/_222_8187.png
./trainingData/image/_227_6942.jpg,./trainingData/maskGrey/_227_6942.png
./trainingData/image/_75_502.jpg,./trainingData/maskGrey/_75_502.png
./trainingData/image/_216_3239.jpg,./trainingData/maskGrey/_216_3239.png
./trainingData/image/_126_8807.jpg,./trainingData/maskGrey/_126_8807.png
./trainingData/image/_198_7266.jpg,./trainingData/maskGrey/_198_7266.png
./trainingData/image/_54_5407.jpg,./trainingData/maskGrey/_54_5407.png
./trainingData/image/_240_1909.jpg,./trainingData/maskGrey/_240_1909.png
./trainingData/image/_97_135.jpg,./trainingData/maskGrey/_97_135.png
./trainingData/image/_1_7525.jpg,./trainingData/maskGrey/_1_7525.png
./trainingData/image/_8_953.jpg,./trainingData/maskGrey/_8_953.png
./trainingData/image/_75_1282.jpg,./trainingData/maskGrey/_75_1282.png
./trainingData/image/_49_5118.jpg,./trainingData/maskGrey/_49_5118.png
./trainingData/image/_51_431.jpg,./trainingData/maskGrey/_51_431.png
./trainingData/image/_56_3066.jpg,./trainingData/maskGrey/_56_3066.png
./trainingData/image/_158_580.jpg,./trainingData/maskGrey/_158_580.png
./trainingData/image/_95_5205.jpg,./trainingData/maskGrey/_95_5205.png
./trainingData/image/_188_154.jpg,./trainingData/maskGrey/_188_154.png
./trainingData/image/_148_8822.jpg,./trainingData/maskGrey/_148_8822.png
./trainingData/image/_110_9887.jpg,./trainingData/maskGrey/_110_9887.png
./trainingData/image/_101_2102.jpg,./trainingData/maskGrey/_101_2102.png
./trainingData/image/_176_1848.jpg,./trainingData/maskGrey/_176_1848.png
./trainingData/image/_224_12.jpg,./trainingData/maskGrey/_224_12.png
./trainingData/image/_181_8654.jpg,./trainingData/maskGrey/_181_8654.png
./trainingData/image/_66_7058.jpg,./trainingData/maskGrey/_66_7058.png
./trainingData/image/_2_7094.jpg,./trainingData/maskGrey/_2_7094.png
./trainingData/image/_125_6678.jpg,./trainingData/maskGrey/_125_6678.png
./trainingData/image/_210_2226.jpg,./trainingData/maskGrey/_210_2226.png
./trainingData/image/_179_5920.jpg,./trainingData/maskGrey/_179_5920.png
./trainingData/image/_136_2038.jpg,./trainingData/maskGrey/_136_2038.png
./trainingData/image/_105_8512.jpg,./trainingData/maskGrey/_105_8512.png
./trainingData/image/_247_1922.jpg,./trainingData/maskGrey/_247_1922.png
./trainingData/image/_13_3648.jpg,./trainingData/maskGrey/_13_3648.png
./trainingData/image/_16_6896.jpg,./trainingData/maskGrey/_16_6896.png
./trainingData/image/_187_7539.jpg,./trainingData/maskGrey/_187_7539.png
./trainingData/image/_53_8496.jpg,./trainingData/maskGrey/_53_8496.png
./trainingData/image/_116_7347.jpg,./trainingData/maskGrey/_116_7347.png
./trainingData/image/_60_8127.jpg,./trainingData/maskGrey/_60_8127.png
./trainingData/image/_18_316.jpg,./trainingData/maskGrey/_18_316.png
./trainingData/image/_97_3870.jpg,./trainingData/maskGrey/_97_3870.png
./trainingData/image/_1_3983.jpg,./trainingData/maskGrey/_1_3983.png
./trainingData/image/_168_6370.jpg,./trainingData/maskGrey/_168_6370.png
./trainingData/image/_244_8535.jpg,./trainingData/maskGrey/_244_8535.png
./trainingData/image/_60_1259.jpg,./trainingData/maskGrey/_60_1259.png
./trainingData/image/_108_1246.jpg,./trainingData/maskGrey/_108_1246.png
./trainingData/image/_66_2879.jpg,./trainingData/maskGrey/_66_2879.png
./trainingData/image/_121_6106.jpg,./trainingData/maskGrey/_121_6106.png
./trainingData/image/_244_183.jpg,./trainingData/maskGrey/_244_183.png
./trainingData/image/_15_7772.jpg,./trainingData/maskGrey/_15_7772.png
./trainingData/image/_140_5755.jpg,./trainingData/maskGrey/_140_5755.png
./trainingData/image/_54_7092.jpg,./trainingData/maskGrey/_54_7092.png
./trainingData/image/_7_9412.jpg,./trainingData/maskGrey/_7_9412.png
./trainingData/image/_150_3302.jpg,./trainingData/maskGrey/_150_3302.png
./trainingData/image/_122_199.jpg,./trainingData/maskGrey/_122_199.png
./trainingData/image/_90_3230.jpg,./trainingData/maskGrey/_90_3230.png
./trainingData/image/_132_8994.jpg,./trainingData/maskGrey/_132_8994.png
./trainingData/image/_47_2248.jpg,./trainingData/maskGrey/_47_2248.png
./trainingData/image/_127_1997.jpg,./trainingData/maskGrey/_127_1997.png
./trainingData/image/_78_7437.jpg,./trainingData/maskGrey/_78_7437.png
./trainingData/image/_134_8981.jpg,./trainingData/maskGrey/_134_8981.png
./trainingData/image/_173_1165.jpg,./trainingData/maskGrey/_173_1165.png
./trainingData/image/_133_3676.jpg,./trainingData/maskGrey/_133_3676.png
./trainingData/image/_210_9653.jpg,./trainingData/maskGrey/_210_9653.png
./trainingData/image/_115_4041.jpg,./trainingData/maskGrey/_115_4041.png
./trainingData/image/_28_8763.jpg,./trainingData/maskGrey/_28_8763.png
./trainingData/image/_27_5888.jpg,./trainingData/maskGrey/_27_5888.png
./trainingData/image/_226_3189.jpg,./trainingData/maskGrey/_226_3189.png
./trainingData/image/_120_666.jpg,./trainingData/maskGrey/_120_666.png
./trainingData/image/_40_2765.jpg,./trainingData/maskGrey/_40_2765.png
./trainingData/image/_79_5587.jpg,./trainingData/maskGrey/_79_5587.png
./trainingData/image/_112_4513.jpg,./trainingData/maskGrey/_112_4513.png
./trainingData/image/_158_4065.jpg,./trainingData/maskGrey/_158_4065.png
./trainingData/image/_22_7327.jpg,./trainingData/maskGrey/_22_7327.png
./trainingData/image/_94_7354.jpg,./trainingData/maskGrey/_94_7354.png
./trainingData/image/_163_7114.jpg,./trainingData/maskGrey/_163_7114.png
./trainingData/image/_183_7392.jpg,./trainingData/maskGrey/_183_7392.png
./trainingData/image/_131_814.jpg,./trainingData/maskGrey/_131_814.png
./trainingData/image/_122_3098.jpg,./trainingData/maskGrey/_122_3098.png
./trainingData/image/_148_4546.jpg,./trainingData/maskGrey/_148_4546.png
./trainingData/image/_30_2420.jpg,./trainingData/maskGrey/_30_2420.png
./trainingData/image/_6_6737.jpg,./trainingData/maskGrey/_6_6737.png
./trainingData/image/_90_9023.jpg,./trainingData/maskGrey/_90_9023.png
./trainingData/image/_171_1835.jpg,./trainingData/maskGrey/_171_1835.png
./trainingData/image/_1_8750.jpg,./trainingData/maskGrey/_1_8750.png
./trainingData/image/_106_9767.jpg,./trainingData/maskGrey/_106_9767.png
./trainingData/image/_187_8060.jpg,./trainingData/maskGrey/_187_8060.png
./trainingData/image/_51_1468.jpg,./trainingData/maskGrey/_51_1468.png
./trainingData/image/_104_4064.jpg,./trainingData/maskGrey/_104_4064.png
./trainingData/image/_104_3242.jpg,./trainingData/maskGrey/_104_3242.png
./trainingData/image/_53_522.jpg,./trainingData/maskGrey/_53_522.png
./trainingData/image/_199_1032.jpg,./trainingData/maskGrey/_199_1032.png
./trainingData/image/_159_1977.jpg,./trainingData/maskGrey/_159_1977.png
./trainingData/image/_104_3193.jpg,./trainingData/maskGrey/_104_3193.png
./trainingData/image/_197_5556.jpg,./trainingData/maskGrey/_197_5556.png
./trainingData/image/_88_1715.jpg,./trainingData/maskGrey/_88_1715.png
./trainingData/image/_37_1468.jpg,./trainingData/maskGrey/_37_1468.png
./trainingData/image/_88_7300.jpg,./trainingData/maskGrey/_88_7300.png
./trainingData/image/_68_3107.jpg,./trainingData/maskGrey/_68_3107.png
./trainingData/image/_25_9548.jpg,./trainingData/maskGrey/_25_9548.png
./trainingData/image/_46_4236.jpg,./trainingData/maskGrey/_46_4236.png
./trainingData/image/_180_5917.jpg,./trainingData/maskGrey/_180_5917.png
./trainingData/image/_248_435.jpg,./trainingData/maskGrey/_248_435.png
./trainingData/image/_213_4090.jpg,./trainingData/maskGrey/_213_4090.png
./trainingData/image/_37_2710.jpg,./trainingData/maskGrey/_37_2710.png
./trainingData/image/_146_9350.jpg,./trainingData/maskGrey/_146_9350.png
./trainingData/image/_224_1986.jpg,./trainingData/maskGrey/_224_1986.png
./trainingData/image/_35_7930.jpg,./trainingData/maskGrey/_35_7930.png
./trainingData/image/_101_5626.jpg,./trainingData/maskGrey/_101_5626.png
./trainingData/image/_102_6813.jpg,./trainingData/maskGrey/_102_6813.png
./trainingData/image/_63_8731.jpg,./trainingData/maskGrey/_63_8731.png
./trainingData/image/_65_3098.jpg,./trainingData/maskGrey/_65_3098.png
./trainingData/image/_8_9549.jpg,./trainingData/maskGrey/_8_9549.png
./trainingData/image/_189_2252.jpg,./trainingData/maskGrey/_189_2252.png
./trainingData/image/_79_1000.jpg,./trainingData/maskGrey/_79_1000.png
./trainingData/image/_119_4019.jpg,./trainingData/maskGrey/_119_4019.png
./trainingData/image/_214_486.jpg,./trainingData/maskGrey/_214_486.png
./trainingData/image/_163_7089.jpg,./trainingData/maskGrey/_163_7089.png
./trainingData/image/_33_7684.jpg,./trainingData/maskGrey/_33_7684.png
./trainingData/image/_4_8255.jpg,./trainingData/maskGrey/_4_8255.png
./trainingData/image/_232_3603.jpg,./trainingData/maskGrey/_232_3603.png
./trainingData/image/_224_8583.jpg,./trainingData/maskGrey/_224_8583.png
./trainingData/image/_126_6998.jpg,./trainingData/maskGrey/_126_6998.png
./trainingData/image/_239_9252.jpg,./trainingData/maskGrey/_239_9252.png
./trainingData/image/_47_6111.jpg,./trainingData/maskGrey/_47_6111.png
./trainingData/image/_18_8853.jpg,./trainingData/maskGrey/_18_8853.png
./trainingData/image/_191_3147.jpg,./trainingData/maskGrey/_191_3147.png
./trainingData/image/_25_9797.jpg,./trainingData/maskGrey/_25_9797.png
./trainingData/image/_242_1110.jpg,./trainingData/maskGrey/_242_1110.png
./trainingData/image/_108_369.jpg,./trainingData/maskGrey/_108_369.png
./trainingData/image/_76_1101.jpg,./trainingData/maskGrey/_76_1101.png
./trainingData/image/_12_2135.jpg,./trainingData/maskGrey/_12_2135.png
./trainingData/image/_107_6681.jpg,./trainingData/maskGrey/_107_6681.png
./trainingData/image/_114_3506.jpg,./trainingData/maskGrey/_114_3506.png
./trainingData/image/_26_8230.jpg,./trainingData/maskGrey/_26_8230.png
./trainingData/image/_174_2019.jpg,./trainingData/maskGrey/_174_2019.png
./trainingData/image/_130_9021.jpg,./trainingData/maskGrey/_130_9021.png
./trainingData/image/_127_5650.jpg,./trainingData/maskGrey/_127_5650.png
./trainingData/image/_167_2208.jpg,./trainingData/maskGrey/_167_2208.png
./trainingData/image/_34_1025.jpg,./trainingData/maskGrey/_34_1025.png
./trainingData/image/_118_8821.jpg,./trainingData/maskGrey/_118_8821.png
./trainingData/image/_10_5349.jpg,./trainingData/maskGrey/_10_5349.png
./trainingData/image/_17_2034.jpg,./trainingData/maskGrey/_17_2034.png
./trainingData/image/_136_5945.jpg,./trainingData/maskGrey/_136_5945.png
./trainingData/image/_119_9664.jpg,./trainingData/maskGrey/_119_9664.png
./trainingData/image/_178_2181.jpg,./trainingData/maskGrey/_178_2181.png
./trainingData/image/_44_2467.jpg,./trainingData/maskGrey/_44_2467.png
./trainingData/image/_94_8268.jpg,./trainingData/maskGrey/_94_8268.png
./trainingData/image/_147_7074.jpg,./trainingData/maskGrey/_147_7074.png
./trainingData/image/_61_8349.jpg,./trainingData/maskGrey/_61_8349.png
./trainingData/image/_29_5304.jpg,./trainingData/maskGrey/_29_5304.png
./trainingData/image/_73_6943.jpg,./trainingData/maskGrey/_73_6943.png
./trainingData/image/_121_416.jpg,./trainingData/maskGrey/_121_416.png
./trainingData/image/_54_5337.jpg,./trainingData/maskGrey/_54_5337.png
./trainingData/image/_81_2842.jpg,./trainingData/maskGrey/_81_2842.png
./trainingData/image/_68_9844.jpg,./trainingData/maskGrey/_68_9844.png
./trainingData/image/_6_1861.jpg,./trainingData/maskGrey/_6_1861.png
./trainingData/image/_120_6816.jpg,./trainingData/maskGrey/_120_6816.png
./trainingData/image/_147_8909.jpg,./trainingData/maskGrey/_147_8909.png
./trainingData/image/_236_5694.jpg,./trainingData/maskGrey/_236_5694.png
./trainingData/image/_5_2937.jpg,./trainingData/maskGrey/_5_2937.png
./trainingData/image/_223_4480.jpg,./trainingData/maskGrey/_223_4480.png
./trainingData/image/_60_5476.jpg,./trainingData/maskGrey/_60_5476.png
